id,team,country,league,season_start,season_end,final_league_pos,home_matches,home_wins,home_draws,home_losses,home_win_rate,home_draw_rate,home_loss_rate,home_points_per_match,home_goals_for,home_goals_for_per_90,home_goals_against,home_goals_against_per_90,home_xg,home_xg_avg,away_matches,away_wins,away_draws,away_losses,away_win_rate,away_draw_rate,away_loss_rate,away_points_per_match,away_goals_for,away_goals_for_per_90,away_goals_against,away_goals_against_per_90,away_xg,away_xg_avg,home_penalties_won,home_penalties_conceded,away_penalties_won,away_penalties_conceded,home_fouls_won_avg,home_fouls_conceded_avg,home_yellow_cards_won,home_yellow_cards_conceded,home_red_cards_won,home_red_conceded,away_fouls_won_avg,away_fouls_conceded_avg,away_yellow_cards_won,away_yellow_cards_conceded,away_red_cards_won,away_red_cards_conceded
646,RB Leipzig,de,Bundesliga,2020,2021,2,17,11,4,2,0.647058824,0.235294118,0.117647059,2.18,29,1.705882353,13,0.764705882,36.2,2.129411765,17,8,4,5,0.470588235,0.235294118,0.294117647,1.65,31,1.823529412,19,1.117647059,28.2,1.658823529,9,2,1,1,131.7647059,131.7647059,21.76470588,17.05882353,1.176470588,0,120.5882353,121.7647059,15.88235294,16.47058824,0,0
647,Sevilla,es,La Liga,2020,2021,4,19,14,1,4,0.736842105,0.052631579,0.210526316,2.26,27,1.421052632,11,0.578947368,27.5,1.447368421,19,10,4,5,0.526315789,0.210526316,0.263157895,1.79,26,1.368421053,22,1.157894737,26.9,1.415789474,5,1,2,5,130,127.3684211,27.36842105,19.47368421,0.526315789,0,138.4210526,131.5789474,30,21.57894737,0,1.052631579
648,Dortmund,de,Bundesliga,2020,2021,3,17,11,2,4,0.647058824,0.117647059,0.235294118,2.06,40,2.352941176,20,1.176470588,36.7,2.158823529,17,9,2,6,0.529411765,0.117647059,0.352941176,1.71,35,2.058823529,26,1.529411765,29.5,1.735294118,6,2,1,4,122.3529412,101.7647059,20,11.17647059,0.588235294,0,101.1764706,110.5882353,17.05882353,15.29411765,0,0.588235294
649,Newcastle Utd,eng,Premier League,2020,2021,12,19,6,5,8,0.315789474,0.263157895,0.421052632,1.21,26,1.368421053,33,1.736842105,26.5,1.394736842,19,6,4,9,0.315789474,0.210526316,0.473684211,1.16,20,1.052631579,29,1.526315789,16.9,0.889473684,5,3,2,2,,,,,,,,,,,,
650,Rennes,fr,Ligue 1,2020,2021,6,19,9,4,6,0.473684211,0.210526316,0.315789474,1.63,26,1.368421053,21,1.105263158,23.6,1.242105263,19,7,6,6,0.368421053,0.315789474,0.315789474,1.42,26,1.368421053,19,1,24.2,1.273684211,0,3,3,1,134.7368421,138.9473684,19.47368421,22.63157895,1.578947368,0.526315789,133.6842105,125.7894737,17.36842105,19.47368421,1.578947368,2.105263158
651,Manchester City,eng,Premier League,2020,2021,1,19,13,2,4,0.684210526,0.105263158,0.210526316,2.16,43,2.263157895,17,0.894736842,37.2,1.957894737,19,14,3,2,0.736842105,0.157894737,0.105263158,2.37,40,2.105263158,15,0.789473684,31,1.631578947,6,7,3,3,,,,,,,,,,,,
652,Köln,de,Bundesliga,2020,2021,16,17,3,5,9,0.176470588,0.294117647,0.529411765,0.82,20,1.176470588,31,1.823529412,20.8,1.223529412,17,5,4,8,0.294117647,0.235294118,0.470588235,1.12,14,0.823529412,29,1.705882353,19.8,1.164705882,3,5,3,4,,,,,,,,,,,,
653,Eibar,es,La Liga,2020,2021,20,19,2,7,10,0.105263158,0.368421053,0.526315789,0.68,12,0.631578947,21,1.105263158,22.2,1.168421053,19,4,5,10,0.210526316,0.263157895,0.526315789,0.89,17,0.894736842,31,1.631578947,23,1.210526316,4,3,5,2,118.9473684,131.0526316,20,22.10526316,1.052631579,1.052631579,100.5263158,128.9473684,14.73684211,14.73684211,0,0.526315789
654,Strasbourg,fr,Ligue 1,2020,2021,15,19,4,5,10,0.210526316,0.263157895,0.526315789,0.89,21,1.105263158,29,1.526315789,27.6,1.452631579,19,7,4,8,0.368421053,0.210526316,0.421052632,1.32,28,1.473684211,29,1.526315789,25.2,1.326315789,3,4,9,4,113.1578947,136.8421053,21.05263158,14.73684211,0,0.526315789,114.2105263,125.2631579,14.21052632,15.78947368,1.052631579,1.052631579
655,Cagliari,it,Serie A,2020,2021,16,19,5,4,10,0.263157895,0.210526316,0.526315789,1,22,1.157894737,32,1.684210526,25,1.315789474,19,4,6,9,0.210526316,0.315789474,0.473684211,0.95,21,1.105263158,27,1.421052632,22.1,1.163157895,1,4,4,1,141.5789474,134.7368421,23.15789474,19.47368421,2.105263158,1.052631579,128,131.5,16.5,21.5,0.5,0.5
656,Schalke 04,de,Bundesliga,2020,2021,18,17,3,3,11,0.176470588,0.176470588,0.647058824,0.71,14,0.823529412,34,2,16.2,0.952941176,17,0,4,13,0,0.235294118,0.764705882,0.24,11,0.647058824,52,3.058823529,12.5,0.735294118,2,2,1,6,125.5555556,120,21.66666667,21.66666667,0.555555556,0.555555556,124.1176471,131.1764706,13.52941176,21.76470588,0.588235294,0.588235294
657,Huesca,es,La Liga,2020,2021,18,19,5,7,7,0.263157895,0.368421053,0.368421053,1.16,17,0.894736842,21,1.105263158,20,1.052631579,19,2,6,11,0.105263158,0.315789474,0.578947368,0.63,17,0.894736842,32,1.684210526,18.7,0.984210526,3,1,1,4,160,135.2631579,18.94736842,17.89473684,1.052631579,0,131.5789474,142.6315789,14.73684211,18.94736842,0,1.052631579
658,Leverkusen,de,Bundesliga,2020,2021,6,17,8,5,4,0.470588235,0.294117647,0.235294118,1.71,34,2,22,1.294117647,27.3,1.605882353,17,6,5,6,0.352941176,0.294117647,0.352941176,1.35,19,1.117647059,17,1,18.9,1.111764706,2,1,1,1,110,135.2941176,17.05882353,18.23529412,1.176470588,0,102.3529412,118.2352941,12.35294118,15.88235294,0.588235294,0
659,Lille,fr,Ligue 1,2020,2021,1,19,10,7,2,0.526315789,0.368421053,0.105263158,1.95,28,1.473684211,11,0.578947368,25.7,1.352631579,19,14,4,1,0.736842105,0.210526316,0.052631579,2.42,36,1.894736842,12,0.631578947,22.8,1.2,1,0,4,2,116.8421053,127.8947368,17.89473684,14.73684211,2.631578947,0.526315789,132.1052632,128.4210526,22.10526316,21.05263158,1.052631579,0.526315789
660,Roma,it,Serie A,2020,2021,7,19,13,4,2,0.684210526,0.210526316,0.105263158,2.26,42,2.210526316,18,0.947368421,37.6,1.978947368,19,5,4,10,0.263157895,0.210526316,0.526315789,1,26,1.368421053,40,2.105263158,27.6,1.452631579,4,4,4,2,112.6315789,147.8947368,21.57894737,27.89473684,2.631578947,1.052631579,125.5,141,20.5,21,0.5,0.5
661,Chelsea,eng,Premier League,2020,2021,4,19,9,6,4,0.473684211,0.315789474,0.210526316,1.74,31,1.631578947,18,0.947368421,34.1,1.794736842,19,10,4,5,0.526315789,0.210526316,0.263157895,1.79,27,1.421052632,18,0.947368421,28.3,1.489473684,5,0,5,4,93.15789474,116.3157895,12.10526316,11.05263158,0.526315789,1.052631579,105.2631579,111.5789474,15.78947368,14.21052632,1.052631579,0.526315789
662,Brighton,eng,Premier League,2020,2021,16,19,4,9,6,0.210526316,0.473684211,0.315789474,1.11,22,1.157894737,22,1.157894737,30.6,1.610526316,19,5,5,9,0.263157895,0.263157895,0.473684211,1.05,18,0.947368421,24,1.263157895,20.2,1.063157895,6,4,3,3,91.57894737,120,13.68421053,16.84210526,1.052631579,0,106.3157895,104.7368421,13.68421053,6.842105263,0,3.157894737
663,Saint-Étienne,fr,Ligue 1,2020,2021,11,19,5,6,8,0.263157895,0.315789474,0.421052632,1.11,20,1.052631579,29,1.526315789,25.6,1.347368421,19,7,4,8,0.368421053,0.210526316,0.421052632,1.32,22,1.157894737,25,1.315789474,23.1,1.215789474,6,5,3,4,,,,,,,,,,,,
664,Lorient,fr,Ligue 1,2020,2021,16,19,10,2,7,0.526315789,0.105263158,0.368421053,1.68,31,1.631578947,29,1.526315789,25.6,1.347368421,19,1,7,11,0.052631579,0.368421053,0.578947368,0.53,19,1,39,2.052631579,23,1.210526316,5,4,5,7,124.7368421,130,21.57894737,21.57894737,1.578947368,1.052631579,137.3684211,118.9473684,18.94736842,14.73684211,1.578947368,0.526315789
665,Everton,eng,Premier League,2020,2021,10,19,6,4,9,0.315789474,0.210526316,0.473684211,1.16,24,1.263157895,28,1.473684211,23.3,1.226315789,19,11,4,4,0.578947368,0.210526316,0.210526316,1.95,23,1.210526316,20,1.052631579,22.4,1.178947368,2,1,3,3,106.8421053,102.1052632,17.89473684,13.15789474,0.526315789,0.526315789,108.4210526,101.0526316,16.84210526,17.36842105,0,0.526315789
666,Napoli,it,Serie A,2020,2021,5,19,12,4,3,0.631578947,0.210526316,0.157894737,2.11,50,2.631578947,20,1.052631579,33.8,1.778947368,19,12,1,6,0.631578947,0.052631579,0.315789474,1.95,36,1.894736842,21,1.105263158,33.9,1.784210526,3,2,5,3,152,97,27,21,0.5,1,151.0526316,107.3684211,28.94736842,19.47368421,2.631578947,0.526315789
667,Lyon,fr,Ligue 1,2020,2021,4,19,11,3,5,0.578947368,0.157894737,0.263157895,1.89,42,2.210526316,23,1.210526316,46.9,2.468421053,19,11,7,1,0.578947368,0.368421053,0.052631579,2.11,39,2.052631579,20,1.052631579,34.6,1.821052632,7,3,4,4,114.7368421,130,19.47368421,16.84210526,2.105263158,0.526315789,134.7368421,123.1578947,20.52631579,17.89473684,1.052631579,3.684210526
668,Inter,it,Serie A,2020,2021,1,19,17,1,1,0.894736842,0.052631579,0.052631579,2.74,53,2.789473684,18,0.947368421,36.8,1.936842105,19,11,6,2,0.578947368,0.315789474,0.105263158,2.05,36,1.894736842,17,0.894736842,37.4,1.968421053,6,4,3,3,114.2105263,111.5789474,20.52631579,12.10526316,0.526315789,0,117.5,136,24,20.5,1,1
669,Nantes,fr,Ligue 1,2020,2021,18,19,3,8,8,0.157894737,0.421052632,0.421052632,0.89,21,1.105263158,29,1.526315789,25.2,1.326315789,19,6,5,8,0.315789474,0.263157895,0.421052632,1.21,26,1.368421053,26,1.368421053,23.8,1.252631579,5,8,4,4,137.8947368,128.4210526,20.52631579,20.52631579,0.526315789,1.578947368,144.7368421,138.9473684,25.78947368,16.31578947,1.052631579,0.526315789
670,Atlético Madrid,es,La Liga,2020,2021,1,19,15,3,1,0.789473684,0.157894737,0.052631579,2.53,41,2.157894737,11,0.578947368,29.6,1.557894737,19,11,5,3,0.578947368,0.263157895,0.157894737,2,26,1.368421053,14,0.736842105,23.2,1.221052632,3,1,4,3,,,,,,,,,,,,
671,Milan,it,Serie A,2020,2021,2,19,8,6,5,0.421052632,0.315789474,0.263157895,1.58,31,1.631578947,24,1.263157895,35.5,1.868421053,19,16,1,2,0.842105263,0.052631579,0.105263158,2.58,43,2.263157895,17,0.894736842,35.3,1.857894737,8,3,12,2,130,143,23,20.5,1,0.5,130,126.3157895,21.57894737,23.15789474,1.052631579,1.578947368
672,Valencia,es,La Liga,2020,2021,13,19,8,7,4,0.421052632,0.368421053,0.210526316,1.63,34,1.789473684,23,1.210526316,25.1,1.321052632,19,2,6,11,0.105263158,0.315789474,0.578947368,0.63,16,0.842105263,30,1.578947368,17.4,0.915789474,9,3,1,5,149.4736842,125.2631579,27.36842105,22.63157895,1.578947368,1.052631579,145.7894737,116.3157895,24.73684211,20.52631579,1.052631579,1.578947368
673,Juventus,it,Serie A,2020,2021,4,19,14,2,3,0.736842105,0.105263158,0.157894737,2.32,40,2.105263158,18,0.947368421,38.1,2.005263158,19,9,7,3,0.473684211,0.368421053,0.157894737,1.79,37,1.947368421,20,1.052631579,36.3,1.910526316,4,4,6,5,127,129.5,22.5,22.5,1,1.5,131.0526316,134.2105263,23.15789474,18.94736842,0,1.578947368
674,Sassuolo,it,Serie A,2020,2021,8,19,7,8,4,0.368421053,0.421052632,0.210526316,1.53,31,1.631578947,27,1.421052632,31.4,1.652631579,19,10,3,6,0.526315789,0.157894737,0.315789474,1.74,33,1.736842105,29,1.526315789,27.1,1.426315789,10,4,4,1,133,135,21.5,22,1,1.5,128.9473684,123.6842105,21.05263158,18.94736842,1.052631579,0.526315789
675,Paris S-G,fr,Ligue 1,2020,2021,2,19,13,1,5,0.684210526,0.052631579,0.263157895,2.11,44,2.315789474,14,0.736842105,41.6,2.189473684,19,13,3,3,0.684210526,0.157894737,0.157894737,2.21,42,2.210526316,14,0.736842105,38.5,2.026315789,4,0,9,2,,,,,,,,,,,,
676,Real Sociedad,es,La Liga,2020,2021,5,19,9,6,4,0.473684211,0.315789474,0.210526316,1.74,34,1.789473684,21,1.105263158,35.7,1.878947368,19,8,5,6,0.421052632,0.263157895,0.315789474,1.53,25,1.315789474,17,0.894736842,25.1,1.321052632,10,2,2,3,,,,,,,,,,,,
677,Parma,it,Serie A,2020,2021,20,19,2,5,12,0.105263158,0.263157895,0.631578947,0.58,16,0.842105263,39,2.052631579,23.9,1.257894737,19,1,6,12,0.052631579,0.315789474,0.631578947,0.47,23,1.210526316,44,2.315789474,18.6,0.978947368,3,2,2,1,133.1578947,141.0526316,17.89473684,24.73684211,0.526315789,0,130.5,132,18.5,23,0,0.5
678,Cádiz,es,La Liga,2020,2021,12,19,5,5,9,0.263157895,0.263157895,0.473684211,1.05,17,0.894736842,30,1.578947368,17.7,0.931578947,19,6,6,7,0.315789474,0.315789474,0.368421053,1.26,19,1,28,1.473684211,17,0.894736842,1,4,3,6,,,,,,,,,,,,
679,Eint Frankfurt,de,Bundesliga,2020,2021,5,17,10,7,0,0.588235294,0.411764706,0,2.18,37,2.176470588,20,1.176470588,29.4,1.729411765,17,6,5,6,0.352941176,0.294117647,0.352941176,1.35,32,1.882352941,33,1.941176471,29.1,1.711764706,3,2,5,4,,,,,,,,,,,,
680,Celta Vigo,es,La Liga,2020,2021,8,19,9,3,7,0.473684211,0.157894737,0.368421053,1.58,30,1.578947368,30,1.578947368,29.7,1.563157895,19,5,8,6,0.263157895,0.421052632,0.315789474,1.21,25,1.315789474,27,1.421052632,20.7,1.089473684,4,2,3,6,,,,,,,,,,,,
681,Metz,fr,Ligue 1,2020,2021,10,19,5,5,9,0.263157895,0.263157895,0.473684211,1.05,19,1,26,1.368421053,21.7,1.142105263,19,7,6,6,0.368421053,0.315789474,0.315789474,1.42,25,1.315789474,22,1.157894737,22.3,1.173684211,5,8,6,5,125.7894737,138.4210526,20,17.89473684,2.105263158,1.052631579,135.7894737,131.0526316,20,25.78947368,1.052631579,1.052631579
682,Brest,fr,Ligue 1,2020,2021,17,19,8,4,7,0.421052632,0.210526316,0.368421053,1.47,32,1.684210526,33,1.736842105,28.5,1.5,19,3,4,12,0.157894737,0.210526316,0.631578947,0.68,18,0.947368421,33,1.736842105,21.5,1.131578947,1,8,3,3,123.1578947,127.3684211,23.15789474,18.94736842,1.052631579,0.526315789,127.8947368,131.0526316,18.42105263,13.68421053,1.578947368,1.578947368
683,Betis,es,La Liga,2020,2021,6,19,10,5,4,0.526315789,0.263157895,0.210526316,1.84,27,1.421052632,21,1.105263158,25.6,1.347368421,19,7,5,7,0.368421053,0.263157895,0.368421053,1.37,23,1.210526316,29,1.526315789,23.5,1.236842105,8,5,3,5,126.8421053,139.4736842,19.47368421,22.10526316,0.526315789,1.578947368,139.4736842,134.7368421,24.21052632,26.84210526,0.526315789,2.631578947
684,Lens,fr,Ligue 1,2020,2021,7,19,7,7,5,0.368421053,0.368421053,0.263157895,1.47,28,1.473684211,26,1.368421053,27.9,1.468421053,19,8,5,6,0.421052632,0.263157895,0.315789474,1.53,27,1.421052632,28,1.473684211,28.5,1.5,6,5,6,6,118.9473684,146.3157895,18.94736842,23.15789474,2.631578947,1.052631579,133.6842105,137.8947368,21.05263158,26.31578947,1.052631579,2.631578947
685,Monaco,fr,Ligue 1,2020,2021,3,19,12,5,2,0.631578947,0.263157895,0.105263158,2.16,43,2.263157895,21,1.105263158,40.6,2.136842105,19,12,1,6,0.631578947,0.052631579,0.315789474,1.95,33,1.736842105,21,1.105263158,28.1,1.478947368,11,4,4,1,137.3684211,129.4736842,24.21052632,18.94736842,3.157894737,2.105263158,125.2631579,125.7894737,23.15789474,22.10526316,2.105263158,0.526315789
686,Fulham,eng,Premier League,2020,2021,18,19,2,4,13,0.105263158,0.210526316,0.684210526,0.53,9,0.473684211,28,1.473684211,18.7,0.984210526,19,3,9,7,0.157894737,0.473684211,0.368421053,0.95,18,0.947368421,25,1.315789474,21.8,1.147368421,1,3,5,4,104.2105263,124.7368421,11.05263158,18.94736842,0.526315789,1.052631579,99.47368421,130,9.473684211,15.78947368,0,0.526315789
687,Hoffenheim,de,Bundesliga,2021,2022,9,17,8,4,5,0.470588235,0.235294118,0.294117647,1.65,34,2,24,1.411764706,32.2,1.894117647,17,5,3,9,0.294117647,0.176470588,0.529411765,1.06,24,1.411764706,36,2.117647059,26.1,1.535294118,0,0,0,4,107.0588235,128.8235294,14.11764706,20,1.176470588,0,105.8823529,121.1764706,13.52941176,24.11764706,0.588235294,0
688,Osasuna,es,La Liga,2021,2022,10,19,5,7,7,0.263157895,0.368421053,0.368421053,1.16,17,0.894736842,26,1.368421053,20,1.052631579,19,7,4,8,0.368421053,0.210526316,0.421052632,1.32,20,1.052631579,25,1.315789474,16.7,0.878947368,3,4,5,3,114.2105263,140,21.57894737,21.57894737,0.526315789,1.052631579,103.6842105,122.1052632,16.31578947,22.63157895,0,0
689,Udinese,it,Serie A,2021,2022,12,19,6,7,6,0.315789474,0.368421053,0.315789474,1.32,31,1.631578947,29,1.526315789,26.4,1.389473684,19,5,7,7,0.263157895,0.368421053,0.368421053,1.16,30,1.578947368,29,1.526315789,25,1.315789474,2,6,2,1,121.0526316,152.6315789,30,24.21052632,1.052631579,1.578947368,137.8947368,142.6315789,26.31578947,25.78947368,2.105263158,1.578947368
690,Bayern Munich,de,Bundesliga,2021,2022,1,17,13,2,2,0.764705882,0.117647059,0.117647059,2.41,48,2.823529412,15,0.882352941,43.1,2.535294118,17,11,3,3,0.647058824,0.176470588,0.176470588,2.12,49,2.882352941,22,1.294117647,45.9,2.7,2,1,3,1,112.9411765,91.76470588,14.70588235,10,0,0.588235294,107.6470588,87.05882353,14.11764706,11.17647059,0,0.588235294
691,Augsburg,de,Bundesliga,2021,2022,14,17,7,4,6,0.411764706,0.235294118,0.352941176,1.47,25,1.470588235,26,1.529411765,21.8,1.282352941,17,3,4,10,0.176470588,0.235294118,0.588235294,0.76,14,0.823529412,30,1.764705882,14.9,0.876470588,4,1,1,4,119.4117647,131.1764706,19.41176471,17.64705882,0,0,104.7058824,132.9411765,15.29411765,25.88235294,0,0
692,Hellas Verona,it,Serie A,2021,2022,9,19,9,3,7,0.473684211,0.157894737,0.368421053,1.58,34,1.789473684,25,1.315789474,24.7,1.3,19,5,8,6,0.263157895,0.421052632,0.315789474,1.21,31,1.631578947,34,1.789473684,25.7,1.352631579,1,2,7,2,,,,,,,,,,,,
693,Torino,it,Serie A,2021,2022,10,19,8,5,6,0.421052632,0.263157895,0.315789474,1.53,29,1.526315789,21,1.105263158,27.5,1.447368421,19,5,6,8,0.263157895,0.315789474,0.421052632,1.11,17,0.894736842,20,1.052631579,21.2,1.115789474,1,6,5,5,129.4736842,158.4210526,27.89473684,17.89473684,1.578947368,0.526315789,124.7368421,176.8421053,23.68421053,28.94736842,2.105263158,1.052631579
694,Greuther Fürth,de,Bundesliga,2021,2022,18,17,3,5,9,0.176470588,0.294117647,0.529411765,0.82,15,0.882352941,33,1.941176471,18,1.058823529,17,0,4,13,0,0.235294118,0.764705882,0.24,13,0.764705882,49,2.882352941,12.1,0.711764706,2,2,3,4,,,,,,,,,,,,
695,Bordeaux,fr,Ligue 1,2021,2022,20,19,3,7,9,0.157894737,0.368421053,0.473684211,0.84,25,1.315789474,33,1.736842105,22.8,1.2,19,3,6,10,0.157894737,0.315789474,0.526315789,0.79,27,1.421052632,58,3.052631579,22.1,1.163157895,2,4,2,5,117,121,20,26.5,2,0.5,101.5789474,120.5263158,15.78947368,22.63157895,1.052631579,2.105263158
696,Nice,fr,Ligue 1,2021,2022,5,18,10,3,5,0.555555556,0.166666667,0.277777778,1.83,26,1.444444444,20,1.111111111,29,1.611111111,19,10,3,6,0.526315789,0.157894737,0.315789474,1.74,25,1.315789474,15,0.789473684,25.1,1.394444444,5,1,5,4,110.5263158,117.3684211,15.26315789,16.31578947,0.526315789,0,99.47368421,122.6315789,16.31578947,23.15789474,1.052631579,2.631578947
697,Arsenal,eng,Premier League,2021,2022,5,19,13,2,4,0.684210526,0.105263158,0.210526316,2.16,35,1.842105263,17,0.894736842,37.4,1.968421053,19,9,1,9,0.473684211,0.052631579,0.473684211,1.47,26,1.368421053,31,1.631578947,23.2,1.221052632,6,2,2,4,103.6842105,94.21052632,18.42105263,16.31578947,1.578947368,0.526315789,94.21052632,96.84210526,15.78947368,15.26315789,0,1.578947368
698,Manchester Utd,eng,Premier League,2021,2022,6,19,10,5,4,0.526315789,0.263157895,0.210526316,1.84,32,1.684210526,22,1.157894737,30.6,1.610526316,19,6,5,8,0.315789474,0.263157895,0.421052632,1.21,25,1.315789474,35,1.842105263,25.1,1.321052632,3,1,2,4,,,,,,,,,,,,
699,Norwich City,eng,Premier League,2021,2022,20,19,3,3,13,0.157894737,0.157894737,0.684210526,0.63,12,0.631578947,43,2.263157895,17.2,0.905263158,19,2,4,13,0.105263158,0.210526316,0.684210526,0.53,11,0.578947368,41,2.157894737,15.1,0.794736842,2,7,1,5,,,,,,,,,,,,
700,Bologna,it,Serie A,2021,2022,13,19,8,4,7,0.421052632,0.210526316,0.368421053,1.47,25,1.315789474,24,1.263157895,22.3,1.173684211,19,4,6,9,0.210526316,0.315789474,0.473684211,0.95,19,1,31,1.631578947,22.6,1.189473684,2,3,3,6,142.6315789,102.6315789,25.78947368,18.94736842,1.578947368,2.105263158,134.7368421,129.4736842,17.89473684,29.47368421,0.526315789,1.578947368
701,Barcelona,es,La Liga,2021,2022,2,19,12,2,5,0.631578947,0.105263158,0.263157895,2,37,1.947368421,19,1,33.9,1.784210526,19,9,8,2,0.473684211,0.421052632,0.105263158,1.84,31,1.631578947,19,1,29.5,1.552631579,4,0,3,3,116.3157895,134.2105263,25.26315789,21.57894737,0.526315789,0.526315789,145.2631579,128.9473684,23.68421053,29.47368421,1.578947368,2.105263158
702,Arminia,de,Bundesliga,2021,2022,17,17,2,10,5,0.117647059,0.588235294,0.294117647,0.94,15,0.882352941,23,1.352941176,13.1,0.770588235,17,3,3,11,0.176470588,0.176470588,0.647058824,0.71,12,0.705882353,30,1.764705882,13.2,0.776470588,2,3,0,4,,,,,,,,,,,,
703,Hertha BSC,de,Bundesliga,2021,2022,16,17,6,3,8,0.352941176,0.176470588,0.470588235,1.24,24,1.411764706,33,1.941176471,17.9,1.052941176,17,3,3,11,0.176470588,0.176470588,0.647058824,0.71,13,0.764705882,38,2.235294118,15.4,0.905882353,2,2,1,6,,,,,,,,,,,,
704,Montpellier,fr,Ligue 1,2021,2022,13,19,7,5,7,0.368421053,0.263157895,0.368421053,1.37,27,1.421052632,26,1.368421053,26.3,1.384210526,19,5,2,12,0.263157895,0.105263158,0.631578947,0.89,22,1.157894737,35,1.842105263,16.4,0.863157895,2,2,2,4,126.8421053,112.1052632,28.94736842,19.47368421,2.105263158,1.052631579,131.5789474,104.2105263,16.84210526,21.05263158,0,3.684210526
705,Villarreal,es,La Liga,2021,2022,7,19,10,6,3,0.526315789,0.315789474,0.157894737,1.89,40,2.105263158,18,0.947368421,37.2,1.957894737,19,6,5,8,0.315789474,0.263157895,0.421052632,1.21,23,1.210526316,19,1,27,1.421052632,4,1,2,4,127.3684211,136.8421053,24.21052632,18.94736842,1.052631579,0.526315789,126.8421053,111.5789474,25.78947368,23.68421053,0.526315789,0
706,Mallorca,es,La Liga,2021,2022,16,19,7,6,6,0.368421053,0.315789474,0.315789474,1.42,20,1.052631579,25,1.315789474,22.9,1.205263158,19,3,3,13,0.157894737,0.157894737,0.684210526,0.63,16,0.842105263,38,2,15.9,0.836842105,5,2,2,6,158.9473684,144.2105263,31.57894737,26.84210526,1.052631579,0.526315789,136.3157895,147.3684211,28.42105263,32.63157895,2.105263158,3.157894737
707,Watford,eng,Premier League,2021,2022,19,19,2,2,15,0.105263158,0.105263158,0.789473684,0.42,17,0.894736842,46,2.421052632,19.7,1.036842105,19,4,3,12,0.210526316,0.157894737,0.631578947,0.79,17,0.894736842,31,1.631578947,20.3,1.068421053,1,2,1,5,100.5263158,113.1578947,14.21052632,17.36842105,0.526315789,0.526315789,90.52631579,118.4210526,18.42105263,12.63157895,0,1.052631579
708,Athletic Club,es,La Liga,2021,2022,8,19,10,4,5,0.526315789,0.210526316,0.263157895,1.79,29,1.526315789,18,0.947368421,28.4,1.494736842,19,4,9,6,0.210526316,0.473684211,0.315789474,1.11,14,0.736842105,18,0.947368421,21.2,1.115789474,6,0,1,3,,,,,,,,,,,,
709,Gladbach,de,Bundesliga,2021,2022,10,17,8,4,5,0.470588235,0.235294118,0.294117647,1.65,33,1.941176471,27,1.588235294,32.8,1.929411765,17,4,5,8,0.235294118,0.294117647,0.470588235,1,21,1.235294118,34,2,23.4,1.376470588,3,3,4,2,,,,,,,,,,,,
710,Southampton,eng,Premier League,2021,2022,15,19,6,7,6,0.315789474,0.368421053,0.315789474,1.32,23,1.210526316,24,1.263157895,21.8,1.147368421,19,3,6,10,0.157894737,0.315789474,0.526315789,0.79,20,1.052631579,43,2.263157895,23,1.210526316,0,1,4,1,93.68421053,108.4210526,16.31578947,16.31578947,0.526315789,0.526315789,104.7368421,103.1578947,15.78947368,16.84210526,0,0.526315789
711,Tottenham,eng,Premier League,2021,2022,4,19,13,1,5,0.684210526,0.052631579,0.263157895,2.11,38,2,19,1,33.6,1.768421053,19,9,4,6,0.473684211,0.210526316,0.315789474,1.63,31,1.631578947,21,1.105263158,27.7,1.457894737,2,0,3,2,107.3684211,109.4736842,20.52631579,17.89473684,1.578947368,0,109.4736842,93.68421053,18.94736842,17.36842105,1.578947368,0.526315789
712,Fiorentina,it,Serie A,2021,2022,7,19,13,2,4,0.684210526,0.105263158,0.210526316,2.16,38,2,20,1.052631579,36.8,1.936842105,19,6,3,10,0.315789474,0.157894737,0.526315789,1.11,21,1.105263158,31,1.631578947,23.2,1.221052632,5,2,7,3,159.4736842,114.7368421,33.15789474,20.52631579,1.052631579,1.578947368,148.9473684,128.4210526,21.05263158,25.78947368,1.052631579,2.631578947
713,Crystal Palace,eng,Premier League,2021,2022,12,19,7,8,4,0.368421053,0.421052632,0.210526316,1.53,27,1.421052632,17,0.894736842,28.2,1.484210526,19,4,7,8,0.210526316,0.368421053,0.421052632,1,23,1.210526316,29,1.526315789,18.2,0.957894737,5,2,3,2,140,110.5263158,22.10526316,17.89473684,1.052631579,0,123.1578947,107.8947368,14.21052632,17.36842105,0.526315789,0.526315789
714,Wolfsburg,de,Bundesliga,2021,2022,12,17,7,3,7,0.411764706,0.176470588,0.411764706,1.41,25,1.470588235,21,1.235294118,27.3,1.605882353,17,5,3,9,0.294117647,0.176470588,0.529411765,1.06,18,1.058823529,33,1.941176471,20.4,1.2,2,4,2,3,125.2941176,120.5882353,20.58823529,19.41176471,1.176470588,0.588235294,129.4117647,122.3529412,18.23529412,15.88235294,0,1.176470588
715,Real Madrid,es,La Liga,2021,2022,1,19,13,5,1,0.684210526,0.263157895,0.052631579,2.32,44,2.315789474,13,0.684210526,38.2,2.010526316,19,13,3,3,0.684210526,0.157894737,0.157894737,2.21,36,1.894736842,18,0.947368421,33.4,1.757894737,6,2,6,3,120,107.8947368,17.89473684,17.89473684,0,0,143.6842105,99.47368421,25.78947368,22.10526316,1.578947368,0
