id,team,country,league,season_start,season_end,final_league_pos,home_matches,home_wins,home_draws,home_losses,home_win_rate,home_draw_rate,home_loss_rate,home_points_per_match,home_goals_for,home_goals_for_per_90,home_goals_against,home_goals_against_per_90,home_xg,home_xg_avg,away_matches,away_wins,away_draws,away_losses,away_win_rate,away_draw_rate,away_loss_rate,away_points_per_match,away_goals_for,away_goals_for_per_90,away_goals_against,away_goals_against_per_90,away_xg,away_xg_avg,home_penalties_won,home_penalties_conceded,away_penalties_won,away_penalties_conceded,home_fouls_won_avg,home_fouls_conceded_avg,home_yellow_cards_won,home_yellow_cards_conceded,home_red_cards_won,home_red_conceded,away_fouls_won_avg,away_fouls_conceded_avg,away_yellow_cards_won,away_yellow_cards_conceded,away_red_cards_won,away_red_cards_conceded
66,Hull City,eng,Premier League,2014,2015,18,19,5,5,9,0.263157895,0.263157895,0.473684211,1.05,19,1,24,1.263157895,,,19,3,6,10,0.157894737,0.315789474,0.526315789,0.79,14,0.736842105,27,1.421052632,,,1,,0,,,,,,,,,,,,,
67,Eibar,es,La Liga,2014,2015,18,19,5,3,11,0.263157895,0.157894737,0.578947368,0.95,20,1.052631579,29,1.526315789,,,19,4,5,10,0.210526316,0.263157895,0.526315789,0.89,14,0.736842105,26,1.368421053,,,1,,1,,132.1052632,145.7894737,22.63157895,28.94736842,0,1.052631579,104.2105263,153.6842105,25.26315789,25.26315789,0.526315789,1.578947368
68,Cagliari,it,Serie A,2014,2015,18,19,4,4,11,0.210526316,0.210526316,0.578947368,0.84,24,1.263157895,36,1.894736842,,,19,4,6,9,0.210526316,0.315789474,0.473684211,0.95,24,1.263157895,32,1.684210526,,,4,,3,,165.2631579,155.2631579,25.78947368,30.52631579,2.105263158,0.526315789,175.2631579,157.3684211,18.94736842,26.31578947,0.526315789,2.631578947
69,Schalke 04,de,Bundesliga,2014,2015,6,17,10,5,2,0.588235294,0.294117647,0.117647059,2.06,26,1.529411765,14,0.823529412,,,17,3,4,10,0.176470588,0.235294118,0.588235294,0.76,16,0.941176471,26,1.529411765,,,1,,2,,151.7647059,144.7058824,15.88235294,15.88235294,0.588235294,1.764705882,144.7058824,159.4117647,19.41176471,22.35294118,1.176470588,0.588235294
70,Leverkusen,de,Bundesliga,2014,2015,4,17,10,6,1,0.588235294,0.352941176,0.058823529,2.12,39,2.294117647,15,0.882352941,,,17,7,4,6,0.411764706,0.235294118,0.352941176,1.47,23,1.352941176,22,1.294117647,,,0,,1,,157.6470588,171.1764706,21.76470588,21.17647059,0.588235294,1.176470588,157.6470588,187.0588235,17.64705882,23.52941176,1.176470588,1.176470588
71,Lille,fr,Ligue 1,2014,2015,8,19,11,5,3,0.578947368,0.263157895,0.157894737,2,26,1.368421053,12,0.631578947,,,19,5,3,11,0.263157895,0.157894737,0.578947368,0.95,17,0.894736842,30,1.578947368,,,5,,3,,183.1578947,130,18.42105263,16.31578947,1.052631579,0.526315789,151.5789474,113.1578947,13.15789474,16.84210526,0.526315789,1.578947368
72,Chievo,it,Serie A,2014,2015,14,19,4,9,6,0.210526316,0.473684211,0.315789474,1.11,16,0.842105263,19,1,,,19,6,4,9,0.315789474,0.210526316,0.473684211,1.16,12,0.631578947,22,1.157894737,,,2,,0,,160.5263158,168.9473684,24.21052632,21.57894737,1.578947368,1.052631579,154.2105263,160.5263158,24.73684211,21.57894737,1.578947368,0.526315789
73,Roma,it,Serie A,2014,2015,2,19,10,7,2,0.526315789,0.368421053,0.105263158,1.95,31,1.631578947,14,0.736842105,,,19,9,6,4,0.473684211,0.315789474,0.210526316,1.74,23,1.210526316,17,0.894736842,,,3,,4,,140,138.4210526,25.78947368,22.77777778,1.578947368,2.105263158,143.6842105,134.7368421,26.84210526,30.52631579,1.578947368,0.526315789
74,Chelsea,eng,Premier League,2014,2015,1,19,15,4,0,0.789473684,0.210526316,0,2.58,36,1.894736842,9,0.473684211,,,19,11,5,3,0.578947368,0.263157895,0.157894737,2,37,1.947368421,23,1.210526316,,,5,,0,,117.3684211,105.2631579,22.10526316,18.94736842,1.578947368,0.526315789,118.4210526,95.78947368,21.05263158,21.57894737,2.105263158,1.578947368
75,Saint-Étienne,fr,Ligue 1,2014,2015,5,19,12,5,2,0.631578947,0.263157895,0.105263158,2.16,32,1.684210526,11,0.578947368,,,19,7,7,5,0.368421053,0.368421053,0.263157895,1.47,19,1,19,1,,,2,,5,,,,,,,,,,,,,
76,Lorient,fr,Ligue 1,2014,2015,16,19,6,5,8,0.315789474,0.263157895,0.421052632,1.21,17,0.894736842,17,0.894736842,,,19,6,2,11,0.315789474,0.105263158,0.578947368,1.05,27,1.421052632,33,1.736842105,,,1,,4,,128.4210526,123.1578947,11.57894737,12.10526316,1.578947368,0.526315789,121.0526316,116.8421053,15.78947368,16.31578947,1.052631579,0.526315789
77,Everton,eng,Premier League,2014,2015,11,19,7,7,5,0.368421053,0.368421053,0.263157895,1.47,27,1.421052632,21,1.105263158,,,19,5,4,10,0.263157895,0.210526316,0.526315789,1,21,1.105263158,29,1.526315789,,,4,,3,,122.6315789,97.36842105,21.05263158,14.21052632,1.578947368,0,124.7368421,106.8421053,22.10526316,20.52631579,0,1.052631579
78,Guingamp,fr,Ligue 1,2014,2015,10,19,9,1,9,0.473684211,0.052631579,0.473684211,1.47,23,1.210526316,25,1.315789474,,,19,6,3,10,0.315789474,0.157894737,0.526315789,1.11,18,0.947368421,30,1.578947368,,,5,,2,,155.2631579,123.6842105,20.52631579,12.10526316,1.052631579,2.105263158,147.8947368,126.8421053,21.57894737,18.42105263,1.578947368,1.578947368
79,Napoli,it,Serie A,2014,2015,5,19,11,5,3,0.578947368,0.263157895,0.157894737,2,46,2.421052632,28,1.473684211,,,19,7,4,8,0.368421053,0.210526316,0.421052632,1.32,24,1.263157895,26,1.368421053,,,6,,2,,136.8421053,142.6315789,25.78947368,20,1.578947368,1.578947368,130.5263158,133.1578947,27.36842105,20.52631579,1.052631579,1.578947368
80,Lyon,fr,Ligue 1,2014,2015,2,19,14,3,2,0.736842105,0.157894737,0.105263158,2.37,40,2.105263158,11,0.578947368,,,19,8,6,5,0.421052632,0.315789474,0.263157895,1.58,32,1.684210526,22,1.157894737,,,7,,5,,150.5263158,151.5789474,23.15789474,17.89473684,1.052631579,0.526315789,150.5263158,154.2105263,18.42105263,15.78947368,1.578947368,0
81,Inter,it,Serie A,2014,2015,8,19,7,7,5,0.368421053,0.368421053,0.263157895,1.47,33,1.736842105,23,1.210526316,,,19,7,6,6,0.368421053,0.315789474,0.315789474,1.42,26,1.368421053,25,1.315789474,,,2,,5,,127.8947368,143.6842105,21.05263158,20,0.526315789,1.052631579,133.1578947,151.0526316,25.26315789,28.94736842,4.736842105,1.578947368
82,Nantes,fr,Ligue 1,2014,2015,14,19,7,7,5,0.368421053,0.368421053,0.263157895,1.47,17,0.894736842,17,0.894736842,,,19,4,5,10,0.210526316,0.263157895,0.526315789,0.89,12,0.631578947,23,1.210526316,,,3,,2,,114.2105263,141.0526316,22.10526316,16.84210526,0,1.052631579,103.6842105,157.3684211,15.78947368,20,0.526315789,0.526315789
83,Paderborn 07,de,Bundesliga,2014,2015,18,17,4,6,7,0.235294118,0.352941176,0.411764706,1.06,21,1.235294118,31,1.823529412,,,17,3,4,10,0.176470588,0.235294118,0.588235294,0.76,10,0.588235294,34,2,,,0,,1,,,,,,,,,,,,,
84,Atlético Madrid,es,La Liga,2014,2015,3,19,14,3,2,0.736842105,0.157894737,0.105263158,2.37,42,2.210526316,11,0.578947368,,,19,9,6,4,0.473684211,0.315789474,0.210526316,1.74,25,1.315789474,18,0.947368421,,,3,,3,,,,,,,,,,,,,
85,Milan,it,Serie A,2014,2015,10,19,9,5,5,0.473684211,0.263157895,0.263157895,1.68,30,1.578947368,19,1,,,19,4,8,7,0.210526316,0.421052632,0.368421053,1.05,26,1.368421053,31,1.631578947,,,7,,4,,175.7894737,131.5789474,30.52631579,22.10526316,1.052631579,2.105263158,159.4736842,153.1578947,25.26315789,21.05263158,1.578947368,4.736842105
86,Valencia,es,La Liga,2014,2015,4,19,15,3,1,0.789473684,0.157894737,0.052631579,2.53,42,2.210526316,10,0.526315789,,,19,7,8,4,0.368421053,0.421052632,0.210526316,1.53,28,1.473684211,22,1.157894737,,,5,,2,,151.5789474,144.2105263,27.36842105,23.68421053,1.052631579,0.526315789,183.6842105,153.6842105,35.26315789,29.47368421,0.526315789,4.210526316
87,Juventus,it,Serie A,2014,2015,1,19,16,3,0,0.842105263,0.157894737,0,2.68,45,2.368421053,11,0.578947368,,,19,10,6,3,0.526315789,0.315789474,0.157894737,1.89,27,1.421052632,13,0.684210526,,,6,,3,,133.6842105,132.6315789,27.36842105,16.31578947,2.105263158,1.052631579,150,143.1578947,27.22222222,21.57894737,1.052631579,1.578947368
88,Sassuolo,it,Serie A,2014,2015,12,19,7,8,4,0.368421053,0.421052632,0.210526316,1.53,25,1.315789474,22,1.157894737,,,19,5,5,9,0.263157895,0.263157895,0.473684211,1.05,24,1.263157895,35,1.842105263,,,7,,2,,186.8421053,157.3684211,25.78947368,28.94736842,3.157894737,1.052631579,177.3684211,151.5789474,20.52631579,24.21052632,3.157894737,3.684210526
89,Paris S-G,fr,Ligue 1,2014,2015,1,19,15,4,0,0.789473684,0.210526316,0,2.58,52,2.736842105,14,0.736842105,,,19,9,7,3,0.473684211,0.368421053,0.157894737,1.79,31,1.631578947,22,1.157894737,,,8,,6,,,,,,,,,,,,,
90,Real Sociedad,es,La Liga,2014,2015,12,19,9,5,5,0.473684211,0.263157895,0.263157895,1.68,29,1.526315789,21,1.105263158,,,19,2,8,9,0.105263158,0.421052632,0.473684211,0.74,15,0.789473684,30,1.578947368,,,2,,1,,,,,,,,,,,,,
91,Parma,it,Serie A,2014,2015,20,19,5,4,10,0.263157895,0.210526316,0.526315789,1,19,1,27,1.421052632,,,19,1,4,14,0.052631579,0.210526316,0.736842105,0.37,14,0.736842105,48,2.526315789,,,1,,1,,153.1578947,185.7894737,19.47368421,30.52631579,2.105263158,2.105263158,115.7894737,161.0526316,13.15789474,21.05263158,0.526315789,2.105263158
92,Palermo,it,Serie A,2014,2015,11,19,8,6,5,0.421052632,0.315789474,0.263157895,1.58,30,1.578947368,25,1.315789474,,,19,4,7,8,0.210526316,0.368421053,0.421052632,1,23,1.210526316,30,1.578947368,,,5,,2,,158.4210526,152.1052632,28.42105263,21.57894737,4.210526316,0.526315789,142.6315789,154.2105263,24.21052632,22.10526316,0,1.578947368
93,Eint Frankfurt,de,Bundesliga,2014,2015,9,17,9,5,3,0.529411765,0.294117647,0.176470588,1.88,36,2.117647059,26,1.529411765,,,17,2,5,10,0.117647059,0.294117647,0.588235294,0.65,20,1.176470588,36,2.117647059,,,2,,2,,,,,,,,,,,,,
94,Celta Vigo,es,La Liga,2014,2015,8,19,8,5,6,0.421052632,0.263157895,0.315789474,1.53,30,1.578947368,22,1.157894737,,,19,5,7,7,0.263157895,0.368421053,0.368421053,1.16,17,0.894736842,22,1.157894737,,,4,,2,,,,,,,,,,,,,
95,Metz,fr,Ligue 1,2014,2015,19,19,6,4,9,0.315789474,0.210526316,0.473684211,1.16,26,1.368421053,32,1.684210526,,,19,1,5,13,0.052631579,0.263157895,0.684210526,0.42,5,0.263157895,29,1.526315789,,,9,,1,,117.3684211,142.1052632,11.05263158,17.89473684,2.631578947,0,110,171.0526316,7.894736842,19.47368421,0,1.578947368
96,Swansea City,eng,Premier League,2014,2015,8,19,9,5,5,0.473684211,0.263157895,0.263157895,1.68,27,1.421052632,22,1.157894737,,,19,7,3,9,0.368421053,0.157894737,0.473684211,1.26,19,1,27,1.421052632,,,1,,1,,,,,,,,,,,,,
97,Lens,fr,Ligue 1,2014,2015,20,19,5,4,10,0.263157895,0.210526316,0.526315789,1,14,0.736842105,24,1.263157895,,,19,2,4,13,0.105263158,0.210526316,0.684210526,0.53,18,0.947368421,37,1.947368421,,,5,,3,,117.8947368,135.7894737,14.73684211,19.47368421,1.578947368,2.105263158,121.5789474,154.7368421,12.10526316,17.36842105,1.052631579,0.526315789
98,Monaco,fr,Ligue 1,2014,2015,3,19,8,9,2,0.421052632,0.473684211,0.105263158,1.74,23,1.210526316,10,0.526315789,,,19,12,2,5,0.631578947,0.105263158,0.263157895,2,28,1.473684211,16,0.842105263,,,5,,2,,167.8947368,131.0526316,17.89473684,14.21052632,1.578947368,1.578947368,123.6842105,135.2631579,20,16.31578947,0.526315789,1.052631579
99,Las Palmas,es,La Liga,2015,2016,11,19,8,5,6,0.421052632,0.263157895,0.315789474,1.53,25,1.315789474,17,0.894736842,,,19,4,3,12,0.210526316,0.157894737,0.631578947,0.79,20,1.052631579,36,1.894736842,,,4,0,1,4,154.2105263,116.8421053,30.52631579,26.84210526,2.105263158,0,157.3684211,128.4210526,21.05263158,23.15789474,0.526315789,2.105263158
100,Hoffenheim,de,Bundesliga,2015,2016,15,17,6,6,5,0.352941176,0.352941176,0.294117647,1.41,22,1.294117647,25,1.470588235,,,17,3,4,10,0.176470588,0.235294118,0.588235294,0.76,17,1,29,1.705882353,,,4,1,2,1,151.1764706,130,20.58823529,16.47058824,0,0.588235294,141.7647059,145.8823529,17.64705882,16.47058824,0,1.176470588
101,Udinese,it,Serie A,2015,2016,17,19,6,4,9,0.315789474,0.210526316,0.473684211,1.16,18,0.947368421,28,1.473684211,,,19,4,5,10,0.210526316,0.263157895,0.526315789,0.89,17,0.894736842,32,1.684210526,,,3,0,1,0,160,159.4736842,25.78947368,24.73684211,2.631578947,3.157894737,140.5263158,143.1578947,22.10526316,26.84210526,0,0.526315789
102,Bayern Munich,de,Bundesliga,2015,2016,1,17,15,1,1,0.882352941,0.058823529,0.058823529,2.71,51,3,8,0.470588235,,,17,13,3,1,0.764705882,0.176470588,0.058823529,2.47,29,1.705882353,9,0.529411765,,,5,0,4,2,118.8235294,110,15.88235294,11.76470588,0,0,128.2352941,113.5294118,12.35294118,14.11764706,0,0.588235294
103,Augsburg,de,Bundesliga,2015,2016,12,17,3,6,8,0.176470588,0.352941176,0.470588235,0.88,18,1.058823529,27,1.588235294,,,17,6,5,6,0.352941176,0.294117647,0.352941176,1.35,24,1.411764706,25,1.470588235,,,3,3,4,4,137.0588235,142.9411765,21.17647059,19.41176471,1.764705882,1.176470588,132.3529412,170,14.11764706,28.23529412,0,0
104,Hellas Verona,it,Serie A,2015,2016,20,19,4,6,9,0.210526316,0.315789474,0.473684211,0.95,21,1.105263158,30,1.578947368,,,19,1,7,11,0.052631579,0.368421053,0.578947368,0.53,13,0.684210526,33,1.736842105,,,5,0,2,0,,,,,,,,,,,,
105,Torino,it,Serie A,2015,2016,12,19,6,6,7,0.315789474,0.315789474,0.368421053,1.26,25,1.315789474,25,1.315789474,,,19,6,3,10,0.315789474,0.157894737,0.526315789,1.11,27,1.421052632,30,1.578947368,,,5,0,6,0,146.3157895,176.8421053,26.84210526,22.63157895,1.578947368,1.578947368,125.2631579,168.4210526,21.05263158,27.36842105,1.052631579,0
106,Bordeaux,fr,Ligue 1,2015,2016,11,19,8,7,4,0.421052632,0.368421053,0.210526316,1.63,27,1.421052632,20,1.052631579,,,19,4,7,8,0.210526316,0.368421053,0.421052632,1,23,1.210526316,37,1.947368421,,,2,1,0,7,130,128.9473684,18.94736842,20,1.578947368,1.052631579,146.8421053,129.4736842,16.84210526,22.10526316,1.052631579,2.631578947
107,Ingolstadt 04,de,Bundesliga,2015,2016,11,17,7,5,5,0.411764706,0.294117647,0.294117647,1.53,22,1.294117647,18,1.058823529,,,17,3,5,9,0.176470588,0.294117647,0.529411765,0.82,11,0.647058824,24,1.411764706,,,6,3,4,1,,,,,,,,,,,,
108,Nice,fr,Ligue 1,2015,2016,4,19,12,2,5,0.631578947,0.105263158,0.263157895,2,32,1.684210526,16,0.842105263,,,19,6,7,6,0.315789474,0.368421053,0.315789474,1.32,26,1.368421053,25,1.315789474,,,4,1,1,4,142.6315789,117.3684211,22.63157895,12.63157895,1.578947368,1.578947368,129.4736842,120,20.52631579,22.10526316,2.631578947,1.578947368
109,Stoke City,eng,Premier League,2015,2016,9,19,8,4,7,0.421052632,0.210526316,0.368421053,1.47,22,1.157894737,24,1.263157895,,,19,6,5,8,0.315789474,0.263157895,0.421052632,1.21,19,1,31,1.631578947,,,2,,3,,,,,,,,,,,,,
110,Arsenal,eng,Premier League,2015,2016,2,19,12,4,3,0.631578947,0.210526316,0.157894737,2.11,31,1.631578947,11,0.578947368,,,19,8,7,4,0.421052632,0.368421053,0.210526316,1.63,34,1.789473684,25,1.315789474,,,0,,2,,121.0526316,89.47368421,16.31578947,10.52631579,1.052631579,0.526315789,114.7368421,94.73684211,17.89473684,10,0.526315789,1.578947368
111,Manchester Utd,eng,Premier League,2015,2016,5,19,12,5,2,0.631578947,0.263157895,0.105263158,2.16,27,1.421052632,9,0.473684211,,,19,7,4,8,0.368421053,0.210526316,0.421052632,1.32,22,1.157894737,26,1.368421053,,,2,,1,,,,,,,,,,,,,
112,Norwich City,eng,Premier League,2015,2016,19,19,6,5,8,0.315789474,0.263157895,0.421052632,1.21,26,1.368421053,30,1.578947368,,,19,3,2,14,0.157894737,0.105263158,0.736842105,0.58,13,0.684210526,37,1.947368421,,,1,,0,,,,,,,,,,,,,
113,Málaga,es,La Liga,2015,2016,8,19,8,6,5,0.421052632,0.315789474,0.263157895,1.58,26,1.368421053,15,0.789473684,,,19,4,6,9,0.210526316,0.315789474,0.473684211,0.95,12,0.631578947,20,1.052631579,,,3,1,1,1,,,,,,,,,,,,
114,Bologna,it,Serie A,2015,2016,14,19,5,5,9,0.263157895,0.263157895,0.473684211,1.05,20,1.052631579,21,1.105263158,,,19,6,4,9,0.315789474,0.210526316,0.473684211,1.16,13,0.684210526,24,1.263157895,,,3,0,0,0,147.8947368,156.8421053,26.84210526,25.78947368,1.052631579,1.052631579,131.5789474,124.7368421,13.68421053,20.52631579,1.578947368,2.631578947
115,Barcelona,es,La Liga,2015,2016,1,19,16,1,2,0.842105263,0.052631579,0.105263158,2.58,67,3.526315789,14,0.736842105,,,19,13,3,3,0.684210526,0.157894737,0.157894737,2.21,45,2.368421053,15,0.789473684,,,13,1,6,0,161.0526316,104.7368421,31.57894737,13.68421053,2.631578947,0.526315789,145.2631579,96.31578947,30.52631579,21.05263158,2.105263158,0
116,Hamburger SV,de,Bundesliga,2015,2016,10,17,5,4,8,0.294117647,0.235294118,0.470588235,1.12,20,1.176470588,23,1.352941176,,,17,6,4,7,0.352941176,0.235294118,0.411764706,1.29,20,1.176470588,23,1.352941176,,,2,4,1,1,,,,,,,,,,,,
117,Hertha BSC,de,Bundesliga,2015,2016,7,17,9,5,3,0.529411765,0.294117647,0.176470588,1.88,24,1.411764706,15,0.882352941,,,17,5,3,9,0.294117647,0.176470588,0.529411765,1.06,18,1.058823529,27,1.588235294,,,1,1,2,3,,,,,,,,,,,,
118,Montpellier,fr,Ligue 1,2015,2016,12,19,9,0,10,0.473684211,0,0.526315789,1.42,26,1.368421053,23,1.210526316,,,19,5,7,7,0.263157895,0.368421053,0.368421053,1.16,23,1.210526316,24,1.263157895,,,0,1,3,2,135.7894737,118.4210526,21.57894737,15.78947368,1.578947368,0.526315789,146.8421053,132.1052632,21.57894737,17.89473684,1.052631579,0.526315789
119,La Coruña,es,La Liga,2015,2016,15,19,4,8,7,0.210526316,0.421052632,0.368421053,1.05,25,1.315789474,34,1.789473684,,,19,4,10,5,0.210526316,0.526315789,0.263157895,1.16,20,1.052631579,27,1.421052632,,,1,3,0,1,,,,,,,,,,,,
120,Villarreal,es,La Liga,2015,2016,4,19,12,4,3,0.631578947,0.210526316,0.157894737,2.11,26,1.368421053,12,0.631578947,,,19,6,6,7,0.315789474,0.315789474,0.368421053,1.26,18,0.947368421,23,1.210526316,,,2,2,1,1,120,130,25.26315789,26.31578947,1.052631579,0.526315789,127.8947368,143.1578947,24.21052632,24.21052632,1.578947368,1.578947368
121,Watford,eng,Premier League,2015,2016,13,19,6,6,7,0.315789474,0.315789474,0.368421053,1.26,20,1.052631579,19,1,,,19,6,3,10,0.315789474,0.157894737,0.526315789,1.11,20,1.052631579,31,1.631578947,,,3,,4,,122.1052632,110.5263158,14.21052632,20,1.052631579,1.052631579,86.84210526,131.5789474,10,18.94736842,0,0.526315789
122,Athletic Club,es,La Liga,2015,2016,5,19,11,4,4,0.578947368,0.210526316,0.210526316,1.95,35,1.842105263,17,0.894736842,,,19,7,4,8,0.368421053,0.210526316,0.421052632,1.32,23,1.210526316,28,1.473684211,,,4,2,1,5,,,,,,,,,,,,
123,Gladbach,de,Bundesliga,2015,2016,4,17,13,1,3,0.764705882,0.058823529,0.176470588,2.35,42,2.470588235,18,1.058823529,,,17,4,3,10,0.235294118,0.176470588,0.588235294,0.88,25,1.470588235,32,1.882352941,,,2,3,2,5,,,,,,,,,,,,
124,Southampton,eng,Premier League,2015,2016,6,19,11,3,5,0.578947368,0.157894737,0.263157895,1.89,39,2.052631579,22,1.157894737,,,19,7,6,6,0.368421053,0.315789474,0.315789474,1.42,20,1.052631579,19,1,,,3,,1,,102.1052632,101.0526316,10.52631579,14.21052632,0.526315789,1.578947368,95.26315789,117.8947368,10,15.78947368,0,1.578947368
125,Tottenham,eng,Premier League,2015,2016,3,19,10,6,3,0.526315789,0.315789474,0.157894737,1.89,35,1.842105263,15,0.789473684,,,19,9,7,3,0.473684211,0.368421053,0.157894737,1.79,34,1.789473684,20,1.052631579,,,2,,3,,110,113.6842105,18.42105263,15.78947368,0.526315789,0,102.1052632,124.2105263,14.73684211,22.10526316,1.052631579,0
126,Toulouse,fr,Ligue 1,2015,2016,17,19,6,7,6,0.315789474,0.368421053,0.315789474,1.32,29,1.526315789,21,1.105263158,,,19,3,6,10,0.157894737,0.315789474,0.526315789,0.79,16,0.842105263,34,1.789473684,,,5,0,3,2,156.3157895,141.0526316,18.42105263,15.78947368,2.631578947,2.631578947,148.4210526,139.4736842,21.05263158,21.57894737,1.578947368,2.631578947
127,Fiorentina,it,Serie A,2015,2016,5,19,11,5,3,0.578947368,0.263157895,0.157894737,2,34,1.789473684,16,0.842105263,,,19,7,5,7,0.368421053,0.263157895,0.368421053,1.37,26,1.368421053,26,1.368421053,,,5,0,4,0,165.7894737,137.8947368,28.94736842,18.42105263,3.157894737,1.052631579,166.8421053,144.2105263,27.36842105,30.52631579,1.052631579,0.526315789
128,Crystal Palace,eng,Premier League,2015,2016,15,19,6,3,10,0.315789474,0.157894737,0.526315789,1.11,19,1,23,1.210526316,,,19,5,6,8,0.263157895,0.315789474,0.421052632,1.11,20,1.052631579,28,1.473684211,,,2,,3,,134.7368421,113.1578947,20,16.84210526,1.052631579,0.526315789,102.1052632,131.5789474,14.21052632,14.73684211,0.526315789,0
129,Bournemouth,eng,Premier League,2015,2016,16,19,5,5,9,0.263157895,0.263157895,0.473684211,1.05,23,1.210526316,34,1.789473684,,,19,6,4,9,0.315789474,0.210526316,0.473684211,1.16,22,1.157894737,33,1.736842105,,,2,,2,,115.2631579,92.10526316,12.63157895,13.15789474,0.526315789,0,96.31578947,98.42105263,14.73684211,14.21052632,2.105263158,0.526315789
130,Wolfsburg,de,Bundesliga,2015,2016,8,17,9,5,3,0.529411765,0.294117647,0.176470588,1.88,32,1.882352941,17,1,,,17,3,4,10,0.176470588,0.235294118,0.588235294,0.76,15,0.882352941,32,1.882352941,,,3,0,0,2,138.2352941,125.2941176,17.05882353,13.52941176,0,0.588235294,134.7058824,143.5294118,16.47058824,18.82352941,0.588235294,1.176470588
131,Real Madrid,es,La Liga,2015,2016,2,19,16,1,2,0.842105263,0.052631579,0.105263158,2.58,70,3.684210526,16,0.842105263,,,19,12,5,2,0.631578947,0.263157895,0.105263158,2.16,40,2.105263158,18,0.947368421,,,5,2,4,2,114.7368421,110,27.89473684,15.26315789,2.105263158,1.052631579,152.6315789,112.1052632,32.63157895,20.52631579,0.526315789,1.578947368
132,Troyes,fr,Ligue 1,2015,2016,20,19,1,7,11,0.052631579,0.368421053,0.578947368,0.53,13,0.684210526,36,1.894736842,,,19,2,2,15,0.105263158,0.105263158,0.789473684,0.42,15,0.789473684,47,2.473684211,,,2,8,1,5,124.2105263,114.2105263,15.78947368,19.47368421,1.052631579,3.684210526,101.5789474,114.2105263,10.52631579,17.89473684,2.105263158,1.052631579
133,Marseille,fr,Ligue 1,2015,2016,13,19,3,11,5,0.157894737,0.578947368,0.263157895,1.05,27,1.421052632,24,1.263157895,,,19,7,7,5,0.368421053,0.368421053,0.263157895,1.47,21,1.105263158,18,0.947368421,,,2,3,2,4,145.7894737,126.3157895,16.31578947,16.31578947,0,2.631578947,148.4210526,142.6315789,20,21.05263158,1.052631579,2.105263158
134,Stuttgart,de,Bundesliga,2015,2016,17,17,6,1,10,0.352941176,0.058823529,0.588235294,1.12,22,1.294117647,32,1.882352941,,,17,3,5,9,0.176470588,0.294117647,0.529411765,0.82,28,1.647058824,43,2.529411765,,,2,3,2,2,138.2352941,142.9411765,21.17647059,21.76470588,0,1.764705882,124.7058824,154.7058824,17.05882353,15.88235294,0.588235294,1.176470588
135,Hannover 96,de,Bundesliga,2015,2016,18,17,4,0,13,0.235294118,0,0.764705882,0.71,15,0.882352941,30,1.764705882,,,17,3,4,10,0.176470588,0.235294118,0.588235294,0.76,16,0.941176471,32,1.882352941,,,1,4,2,3,,,,,,,,,,,,
136,West Brom,eng,Premier League,2015,2016,14,19,6,5,8,0.315789474,0.263157895,0.421052632,1.21,20,1.052631579,26,1.368421053,,,19,4,8,7,0.210526316,0.421052632,0.368421053,1.05,14,0.736842105,22,1.157894737,,,3,,1,,113.1578947,98.94736842,12.63157895,13.15789474,1.578947368,1.052631579,103.6842105,107.3684211,8.947368421,20,1.052631579,0.526315789
137,Bastia,fr,Ligue 1,2015,2016,10,19,11,2,6,0.578947368,0.105263158,0.315789474,1.84,23,1.210526316,14,0.736842105,,,19,3,6,10,0.157894737,0.315789474,0.526315789,0.79,13,0.684210526,28,1.473684211,,,2,2,0,4,141.0526316,142.1052632,19.47368421,20,2.105263158,2.105263158,128.4210526,136.8421053,20,23.15789474,1.578947368,3.157894737
138,Werder Bremen,de,Bundesliga,2015,2016,13,17,5,5,7,0.294117647,0.294117647,0.411764706,1.18,27,1.588235294,30,1.764705882,,,17,5,3,9,0.294117647,0.176470588,0.529411765,1.06,23,1.352941176,35,2.058823529,,,6,2,3,4,160.5882353,158.8235294,23.52941176,21.17647059,1.176470588,0.588235294,151.7647059,147.0588235,17.64705882,24.11764706,0,0.588235294
139,Genoa,it,Serie A,2015,2016,11,19,10,3,6,0.526315789,0.157894737,0.315789474,1.74,29,1.526315789,19,1,,,19,3,4,12,0.157894737,0.210526316,0.631578947,0.68,16,0.842105263,29,1.526315789,,,3,0,1,0,166.8421053,154.2105263,27.36842105,22.10526316,2.105263158,2.631578947,140,178.4210526,22.63157895,21.05263158,2.105263158,2.105263158
140,Angers,fr,Ligue 1,2015,2016,9,19,6,8,5,0.315789474,0.421052632,0.263157895,1.37,20,1.052631579,15,0.789473684,,,19,7,3,9,0.368421053,0.157894737,0.473684211,1.26,20,1.052631579,23,1.210526316,,,4,1,3,4,141.0526316,126.8421053,25.78947368,15.78947368,0.526315789,1.578947368,112.6315789,147.3684211,16.84210526,21.05263158,0.526315789,1.578947368
141,Darmstadt 98,de,Bundesliga,2015,2016,14,17,2,6,9,0.117647059,0.352941176,0.529411765,0.71,15,0.882352941,29,1.705882353,,,17,7,5,5,0.411764706,0.294117647,0.294117647,1.53,23,1.352941176,24,1.411764706,,,3,3,1,1,,,,,,,,,,,,
